ReviewID,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,roberta_classification,vader_classification,CourseId,Review,Label,detected_language,translated_review,translated_review_lower,translated_review_tokenized,translated_review_removed_stopwords,stemmed_translated_review,lemmatized_translated_review
346,0.0,0.733,0.267,0.762,0.0036838820669800043,0.033927544951438904,0.9623885750770569,1.0,1.0,a-programar,"Es una herramienta bastante sencilla y funcional, nos enseña razonamiento lógico y principios para poder desarrollar programas muy divertidos e interesantes.",5,es,"It is a fairly simple and functional tool, teaches us logical reasoning and principles to develop very fun and interesting programs.",it is a fairly simple and functional tool teaches us logical reasoning and principles to develop very fun and interesting programs,"['it', 'is', 'a', 'fairly', 'simple', 'and', 'functional', 'tool', 'teaches', 'us', 'logical', 'reasoning', 'and', 'principles', 'to', 'develop', 'very', 'fun', 'and', 'interesting', 'programs']","['fairly', 'simple', 'functional', 'tool', 'teaches', 'us', 'logical', 'reasoning', 'principles', 'develop', 'fun', 'interesting', 'programs']","['fairli', 'simpl', 'function', 'tool', 'teach', 'us', 'logic', 'reason', 'principl', 'develop', 'fun', 'interest', 'program']","['fairly', 'simple', 'functional', 'tool', 'teach', 'u', 'logical', 'reason', 'principle', 'develop', 'fun', 'interest', 'program']"
347,0.0,0.754,0.246,0.9011,0.003442852757871151,0.021437447518110275,0.9751197695732117,1.0,1.0,a-programar,"Es un muy buen curso sobre introducción a la lógica de programación que he encontrado hasta ahora, la interfaz de Scratch es muy amigable para comenzar a programar y se le da un enfoque mas practico y divertido a lo que es la programación, recomendable hasta para niños.",5,es,"It is a very good course on introduction to the programming logic that I have found so far, the Scratch interface is very friendly to start programming and is given a more practical and fun approach to what programming is, recommended even for children.",it is a very good course on introduction to the programming logic that i have found so far the scratch interface is very friendly to start programming and is given a more practical and fun approach to what programming is recommended even for children,"['it', 'is', 'a', 'very', 'good', 'course', 'on', 'introduction', 'to', 'the', 'programming', 'logic', 'that', 'i', 'have', 'found', 'so', 'far', 'the', 'scratch', 'interface', 'is', 'very', 'friendly', 'to', 'start', 'programming', 'and', 'is', 'given', 'a', 'more', 'practical', 'and', 'fun', 'approach', 'to', 'what', 'programming', 'is', 'recommended', 'even', 'for', 'children']","['good', 'course', 'introduction', 'programming', 'logic', 'found', 'far', 'scratch', 'interface', 'friendly', 'start', 'programming', 'given', 'practical', 'fun', 'approach', 'programming', 'recommended', 'even', 'children']","['good', 'cours', 'introduct', 'program', 'logic', 'found', 'far', 'scratch', 'interfac', 'friendli', 'start', 'program', 'given', 'practic', 'fun', 'approach', 'program', 'recommend', 'even', 'children']","['good', 'course', 'introduction', 'program', 'logic', 'found', 'far', 'scratch', 'interface', 'friendly', 'start', 'program', 'give', 'practical', 'fun', 'approach', 'program', 'recommend', 'even', 'child']"
348,0.0,0.66,0.34,0.9783,0.017606230452656746,0.08989258855581284,0.892501175403595,1.0,1.0,a-programar,"Me gusta mucho la programación pero no conocía Scratch, me sorprendió. Es simple, intuitivo y lo que se puede crear es muy variado. No se requiere conocimientos sobre cómo escribir código o saber inglés y permite comprender fácilmente la mecánica de la programación. Para quienes quieran profundizar, es un muy buen primer paso. El curso es muy bueno, se explica con claridad y es entretenido.",5,es,"I really like programming but I didn't know Scratch, it surprised me.It is simple, intuitive and what can be created is very varied.No knowledge about how to write English code or knows is required and allows you to easily understand programming mechanics.For those who want to deepen, it is a very good first step.The course is very good, it is explained clearly and is entertaining.",i really like programming but i didnt know scratch it surprised meit is simple intuitive and what can be created is very variedno knowledge about how to write english code or knows is required and allows you to easily understand programming mechanicsfor those who want to deepen it is a very good first stepthe course is very good it is explained clearly and is entertaining,"['i', 'really', 'like', 'programming', 'but', 'i', 'didnt', 'know', 'scratch', 'it', 'surprised', 'meit', 'is', 'simple', 'intuitive', 'and', 'what', 'can', 'be', 'created', 'is', 'very', 'variedno', 'knowledge', 'about', 'how', 'to', 'write', 'english', 'code', 'or', 'knows', 'is', 'required', 'and', 'allows', 'you', 'to', 'easily', 'understand', 'programming', 'mechanicsfor', 'those', 'who', 'want', 'to', 'deepen', 'it', 'is', 'a', 'very', 'good', 'first', 'stepthe', 'course', 'is', 'very', 'good', 'it', 'is', 'explained', 'clearly', 'and', 'is', 'entertaining']","['really', 'like', 'programming', 'didnt', 'know', 'scratch', 'surprised', 'meit', 'simple', 'intuitive', 'created', 'variedno', 'knowledge', 'write', 'english', 'code', 'knows', 'required', 'allows', 'easily', 'understand', 'programming', 'mechanicsfor', 'want', 'deepen', 'good', 'first', 'stepthe', 'course', 'good', 'explained', 'clearly', 'entertaining']","['realli', 'like', 'program', 'didnt', 'know', 'scratch', 'surpris', 'meit', 'simpl', 'intuit', 'creat', 'variedno', 'knowledg', 'write', 'english', 'code', 'know', 'requir', 'allow', 'easili', 'understand', 'program', 'mechanicsfor', 'want', 'deepen', 'good', 'first', 'stepth', 'cours', 'good', 'explain', 'clearli', 'entertain']","['really', 'like', 'program', 'didnt', 'know', 'scratch', 'surprised', 'meit', 'simple', 'intuitive', 'create', 'variedno', 'knowledge', 'write', 'english', 'code', 'know', 'require', 'allows', 'easily', 'understand', 'program', 'mechanicsfor', 'want', 'deepen', 'good', 'first', 'stepthe', 'course', 'good', 'explain', 'clearly', 'entertain']"
349,0.0,0.515,0.485,0.765,0.0031980921048671007,0.018221551552414894,0.9785803556442261,1.0,1.0,a-programar,"Un excelente curso de programación, sencillo y fácil de aprender !!!",5,es,"An excellent programming course, simple and easy to learn !!!",an excellent programming course simple and easy to learn ,"['an', 'excellent', 'programming', 'course', 'simple', 'and', 'easy', 'to', 'learn']","['excellent', 'programming', 'course', 'simple', 'easy', 'learn']","['excel', 'program', 'cours', 'simpl', 'easi', 'learn']","['excellent', 'program', 'course', 'simple', 'easy', 'learn']"
350,0.0,0.567,0.433,0.9557,0.003403759328648448,0.010350092314183712,0.9862461090087891,1.0,1.0,a-programar,"Para ser mi primera experiencia en Coursera y en progrmación, me encantó, buenísimo el material y las personas que lo imparten, me encantó todo. Espero encontrar más cursos como este.",5,es,"To be my first experience in Coursera and programming, I loved it, great material and the people who impart it, I loved everything.I hope to find more courses like this.",to be my first experience in coursera and programming i loved it great material and the people who impart it i loved everythingi hope to find more courses like this,"['to', 'be', 'my', 'first', 'experience', 'in', 'coursera', 'and', 'programming', 'i', 'loved', 'it', 'great', 'material', 'and', 'the', 'people', 'who', 'impart', 'it', 'i', 'loved', 'everythingi', 'hope', 'to', 'find', 'more', 'courses', 'like', 'this']","['first', 'experience', 'coursera', 'programming', 'loved', 'great', 'material', 'people', 'impart', 'loved', 'everythingi', 'hope', 'find', 'courses', 'like']","['first', 'experi', 'coursera', 'program', 'love', 'great', 'materi', 'peopl', 'impart', 'love', 'everythingi', 'hope', 'find', 'cours', 'like']","['first', 'experience', 'coursera', 'program', 'love', 'great', 'material', 'people', 'impart', 'love', 'everythingi', 'hope', 'find', 'course', 'like']"
351,0.0,0.744,0.256,0.734,0.0021240173373371363,0.014266753569245338,0.9836091995239258,1.0,1.0,a-programar,"Muy buen curso, es bastante interesante y te abre las puertas de una forma sencilla al mundo de la informática.",5,es,"Very good course, it is quite interesting and opens the doors in a simple way to the world of computer science.",very good course it is quite interesting and opens the doors in a simple way to the world of computer science,"['very', 'good', 'course', 'it', 'is', 'quite', 'interesting', 'and', 'opens', 'the', 'doors', 'in', 'a', 'simple', 'way', 'to', 'the', 'world', 'of', 'computer', 'science']","['good', 'course', 'quite', 'interesting', 'opens', 'doors', 'simple', 'way', 'world', 'computer', 'science']","['good', 'cours', 'quit', 'interest', 'open', 'door', 'simpl', 'way', 'world', 'comput', 'scienc']","['good', 'course', 'quite', 'interest', 'open', 'door', 'simple', 'way', 'world', 'computer', 'science']"
352,0.136,0.684,0.18,0.1818,0.013387718237936497,0.1579085886478424,0.8287037014961243,1.0,1.0,a-programar,TIene un buen material didactico y los videos sin claros en su contenido,5,es,It has a good didactic material and the videos without clear in its content,it has a good didactic material and the videos without clear in its content,"['it', 'has', 'a', 'good', 'didactic', 'material', 'and', 'the', 'videos', 'without', 'clear', 'in', 'its', 'content']","['good', 'didactic', 'material', 'videos', 'without', 'clear', 'content']","['good', 'didact', 'materi', 'video', 'without', 'clear', 'content']","['good', 'didactic', 'material', 'video', 'without', 'clear', 'content']"
353,0.0,1.0,0.0,0.0,0.1185154840350151,0.7030593752861023,0.17842510342597961,0.0,0.0,a-programar,chevere,5,en,chevere,chevere,['chevere'],['chevere'],['chever'],['chevere']
354,0.0,0.847,0.153,0.2023,0.003208456328138709,0.04947507753968239,0.9473165273666382,1.0,1.0,a-programar,¡Excelente! Totalmente recomendado para quienes se están iniciando en el mundo del software.,5,es,Excellent!Fully recommended for those who are starting in the software world.,excellentfully recommended for those who are starting in the software world,"['excellentfully', 'recommended', 'for', 'those', 'who', 'are', 'starting', 'in', 'the', 'software', 'world']","['excellentfully', 'recommended', 'starting', 'software', 'world']","['excel', 'recommend', 'start', 'softwar', 'world']","['excellentfully', 'recommend', 'start', 'software', 'world']"
355,0.0,0.831,0.169,0.6478,0.018085923045873642,0.30019062757492065,0.6817234754562378,1.0,1.0,a-programar,"Un curso muy bien estructurado, con buenos ejemplos y docentes excepcionales. Ideal para iniciarse en programación, y en sus conceptos. Para gente con conocimientos en la materia, puede ser muy básico.",5,es,"A very well structured course, with good examples and exceptional teachers.Ideal to start programming, and in their concepts.For people with knowledge in the field, it can be very basic.",a very well structured course with good examples and exceptional teachersideal to start programming and in their conceptsfor people with knowledge in the field it can be very basic,"['a', 'very', 'well', 'structured', 'course', 'with', 'good', 'examples', 'and', 'exceptional', 'teachersideal', 'to', 'start', 'programming', 'and', 'in', 'their', 'conceptsfor', 'people', 'with', 'knowledge', 'in', 'the', 'field', 'it', 'can', 'be', 'very', 'basic']","['well', 'structured', 'course', 'good', 'examples', 'exceptional', 'teachersideal', 'start', 'programming', 'conceptsfor', 'people', 'knowledge', 'field', 'basic']","['well', 'structur', 'cours', 'good', 'exampl', 'except', 'teachersid', 'start', 'program', 'conceptsfor', 'peopl', 'knowledg', 'field', 'basic']","['well', 'structure', 'course', 'good', 'example', 'exceptional', 'teachersideal', 'start', 'program', 'conceptsfor', 'people', 'knowledge', 'field', 'basic']"
356,0.0,0.213,0.787,0.8126,0.0044858576729893684,0.010693290270864964,0.9848209023475647,1.0,1.0,a-programar,"Excelente, es perfecto.Felicidades",5,es,"Excellent, it's perfect. Felicities",excellent its perfect felicities,"['excellent', 'its', 'perfect', 'felicities']","['excellent', 'perfect', 'felicities']","['excel', 'perfect', 'felic']","['excellent', 'perfect', 'felicity']"
357,0.0,0.642,0.358,0.8316,0.004248695448040962,0.018406985327601433,0.9773443341255188,1.0,1.0,a-programar,Excelente curso! muy didáctico. Es una gran herramienta para introducirse en el mundo del lenguaje de programación. Muchas gracias!!,5,es,Excellent course!Very didactic.It is a great tool to enter the world of programming language.Thank you so much!!,excellent coursevery didacticit is a great tool to enter the world of programming languagethank you so much,"['excellent', 'coursevery', 'didacticit', 'is', 'a', 'great', 'tool', 'to', 'enter', 'the', 'world', 'of', 'programming', 'languagethank', 'you', 'so', 'much']","['excellent', 'coursevery', 'didacticit', 'great', 'tool', 'enter', 'world', 'programming', 'languagethank', 'much']","['excel', 'courseveri', 'didacticit', 'great', 'tool', 'enter', 'world', 'program', 'languagethank', 'much']","['excellent', 'coursevery', 'didacticit', 'great', 'tool', 'enter', 'world', 'program', 'languagethank', 'much']"
358,0.0,0.821,0.179,0.3384,0.00904096756130457,0.10313323885202408,0.8878257870674133,1.0,1.0,a-programar,Excelente! Todo el contenido esta muy bien explicado por la ponente que lo dicta.,5,es,Excellent!All content is very well explained by the speaker who dictates it.,excellentall content is very well explained by the speaker who dictates it,"['excellentall', 'content', 'is', 'very', 'well', 'explained', 'by', 'the', 'speaker', 'who', 'dictates', 'it']","['excellentall', 'content', 'well', 'explained', 'speaker', 'dictates']","['excellental', 'content', 'well', 'explain', 'speaker', 'dictat']","['excellentall', 'content', 'well', 'explain', 'speaker', 'dictate']"
359,0.0,0.286,0.714,0.8162,0.0044433861039578915,0.01204993948340416,0.9835066795349121,1.0,1.0,a-programar,"Es muy interesante, me encanta.",5,es,"It's very interesting, I love it.",its very interesting i love it,"['its', 'very', 'interesting', 'i', 'love', 'it']","['interesting', 'love']","['interest', 'love']","['interest', 'love']"
360,0.0,0.715,0.285,0.3384,0.003992140758782625,0.020581811666488647,0.9754260182380676,1.0,1.0,a-programar,Un curso de iniciación muy bien explicado y completo. Felicidades,5,es,A very well explained and complete initiation course.Congratulations,a very well explained and complete initiation coursecongratulations,"['a', 'very', 'well', 'explained', 'and', 'complete', 'initiation', 'coursecongratulations']","['well', 'explained', 'complete', 'initiation', 'coursecongratulations']","['well', 'explain', 'complet', 'initi', 'coursecongratul']","['well', 'explain', 'complete', 'initiation', 'coursecongratulations']"
361,0.0,0.441,0.559,0.8225,0.0029866411350667477,0.01176420971751213,0.9852491021156311,1.0,1.0,a-programar,Excelente introducción a la programación. Muchísimas felicidades por este curso.,5,es,Excellent introduction to programming.Many congratulations for this course.,excellent introduction to programmingmany congratulations for this course,"['excellent', 'introduction', 'to', 'programmingmany', 'congratulations', 'for', 'this', 'course']","['excellent', 'introduction', 'programmingmany', 'congratulations', 'course']","['excel', 'introduct', 'programmingmani', 'congratul', 'cours']","['excellent', 'introduction', 'programmingmany', 'congratulation', 'course']"
362,0.0,0.835,0.165,0.7579,0.0038211792707443237,0.019514456391334534,0.9766643047332764,1.0,1.0,a-programar,Excelente Curso. Ideal para todos los que desean comenzar a programar sin conocimientos previos de ningún tipo. Las clases son espectaculares igual que los ejemplos y ejercicios que se realizan. Se aprende muy rápido viendo y haciendo los ejercicios planteados. Muchas gracias Universidad ORT Uruguay.,5,es,Excellent course.Ideal for all who want to start programming without previous knowledge of any kind.The classes are spectacular like the examples and exercises that are performed.You learn very quickly seeing and doing the exercises raised.Thank you very much Universidad Ort Uruguay.,excellent courseideal for all who want to start programming without previous knowledge of any kindthe classes are spectacular like the examples and exercises that are performedyou learn very quickly seeing and doing the exercises raisedthank you very much universidad ort uruguay,"['excellent', 'courseideal', 'for', 'all', 'who', 'want', 'to', 'start', 'programming', 'without', 'previous', 'knowledge', 'of', 'any', 'kindthe', 'classes', 'are', 'spectacular', 'like', 'the', 'examples', 'and', 'exercises', 'that', 'are', 'performedyou', 'learn', 'very', 'quickly', 'seeing', 'and', 'doing', 'the', 'exercises', 'raisedthank', 'you', 'very', 'much', 'universidad', 'ort', 'uruguay']","['excellent', 'courseideal', 'want', 'start', 'programming', 'without', 'previous', 'knowledge', 'kindthe', 'classes', 'spectacular', 'like', 'examples', 'exercises', 'performedyou', 'learn', 'quickly', 'seeing', 'exercises', 'raisedthank', 'much', 'universidad', 'ort', 'uruguay']","['excel', 'courseid', 'want', 'start', 'program', 'without', 'previou', 'knowledg', 'kindth', 'class', 'spectacular', 'like', 'exampl', 'exercis', 'performedy', 'learn', 'quickli', 'see', 'exercis', 'raisedthank', 'much', 'universidad', 'ort', 'uruguay']","['excellent', 'courseideal', 'want', 'start', 'program', 'without', 'previous', 'knowledge', 'kindthe', 'class', 'spectacular', 'like', 'example', 'exercise', 'performedyou', 'learn', 'quickly', 'see', 'exercise', 'raisedthank', 'much', 'universidad', 'ort', 'uruguay']"
363,0.0,0.928,0.072,0.2382,0.12586602568626404,0.5052712559700012,0.36886271834373474,0.0,1.0,a-programar,"Es bueno el curso, pero es bastante basico, por asi decirlo. es muy grafico, y el punto es el poder programar, no organizar",4,es,"The course is good, but it is quite basic, so to speak.It is very graphic, and the point is to be able to program, not organize",the course is good but it is quite basic so to speakit is very graphic and the point is to be able to program not organize,"['the', 'course', 'is', 'good', 'but', 'it', 'is', 'quite', 'basic', 'so', 'to', 'speakit', 'is', 'very', 'graphic', 'and', 'the', 'point', 'is', 'to', 'be', 'able', 'to', 'program', 'not', 'organize']","['course', 'good', 'quite', 'basic', 'speakit', 'graphic', 'point', 'able', 'program', 'organize']","['cours', 'good', 'quit', 'basic', 'speakit', 'graphic', 'point', 'abl', 'program', 'organ']","['course', 'good', 'quite', 'basic', 'speakit', 'graphic', 'point', 'able', 'program', 'organize']"
364,0.0,0.655,0.345,0.6997,0.00440332293510437,0.04094292223453522,0.9546536803245544,1.0,1.0,a-programar,esta muy bien a ver si me ayuda a que mi profesor de tic me ponga un 10,5,es,It's very good to see if it helps my tic teacher to put a 10,its very good to see if it helps my tic teacher to put a ,"['its', 'very', 'good', 'to', 'see', 'if', 'it', 'helps', 'my', 'tic', 'teacher', 'to', 'put', 'a']","['good', 'see', 'helps', 'tic', 'teacher', 'put']","['good', 'see', 'help', 'tic', 'teacher', 'put']","['good', 'see', 'help', 'tic', 'teacher', 'put']"
365,0.0,0.238,0.762,0.4927,0.01857622340321541,0.09295237809419632,0.8884714245796204,1.0,1.0,a-programar,Muy bueno,5,en,Very good,very good,"['very', 'good']",['good'],['good'],['good']
366,0.079,0.822,0.099,-0.0772,0.012127122841775417,0.15091143548488617,0.8369613885879517,1.0,-1.0,a-programar,"Excelente como introducción a la programación para todas aquellas personas que se quieren involucrar en el mundo del desarrollo pero no tienen conocimientos, este curso da las bases para poder llegar a ser programadores.",5,es,"Excellent as an introduction to programming for all those people who want to get involved in the world of development but have no knowledge, this course gives the basis to become programmers.",excellent as an introduction to programming for all those people who want to get involved in the world of development but have no knowledge this course gives the basis to become programmers,"['excellent', 'as', 'an', 'introduction', 'to', 'programming', 'for', 'all', 'those', 'people', 'who', 'want', 'to', 'get', 'involved', 'in', 'the', 'world', 'of', 'development', 'but', 'have', 'no', 'knowledge', 'this', 'course', 'gives', 'the', 'basis', 'to', 'become', 'programmers']","['excellent', 'introduction', 'programming', 'people', 'want', 'get', 'involved', 'world', 'development', 'knowledge', 'course', 'gives', 'basis', 'become', 'programmers']","['excel', 'introduct', 'program', 'peopl', 'want', 'get', 'involv', 'world', 'develop', 'knowledg', 'cours', 'give', 'basi', 'becom', 'programm']","['excellent', 'introduction', 'program', 'people', 'want', 'get', 'involve', 'world', 'development', 'knowledge', 'course', 'give', 'basis', 'become', 'programmer']"
367,0.0,0.556,0.444,0.34,0.02268167957663536,0.43284276127815247,0.5444755554199219,1.0,1.0,a-programar,Un curso Único de valor incalculable.,5,gl,A unique incalculable value course.,a unique incalculable value course,"['a', 'unique', 'incalculable', 'value', 'course']","['unique', 'incalculable', 'value', 'course']","['uniqu', 'incalcul', 'valu', 'cours']","['unique', 'incalculable', 'value', 'course']"
368,0.0,0.448,0.552,0.5719,0.002986830659210682,0.016542963683605194,0.9804702401161194,1.0,1.0,a-programar,¡Excelente curso! Saludos desde Paraguay.,5,es,Excellent course!Greetings from Paraguay.,excellent coursegreetings from paraguay,"['excellent', 'coursegreetings', 'from', 'paraguay']","['excellent', 'coursegreetings', 'paraguay']","['excel', 'coursegreet', 'paraguay']","['excellent', 'coursegreetings', 'paraguay']"
369,0.0,0.647,0.353,0.8012,0.0037587208207696676,0.034731511026620865,0.9615097045898438,1.0,1.0,a-programar,"muy bueno, deberia estar en muchas universidades ya que ayuda muy bien a entender todos los conceptos",5,es,"Very good, it should be in many universities since it helps very well to understand all the concepts",very good it should be in many universities since it helps very well to understand all the concepts,"['very', 'good', 'it', 'should', 'be', 'in', 'many', 'universities', 'since', 'it', 'helps', 'very', 'well', 'to', 'understand', 'all', 'the', 'concepts']","['good', 'many', 'universities', 'since', 'helps', 'well', 'understand', 'concepts']","['good', 'mani', 'univers', 'sinc', 'help', 'well', 'understand', 'concept']","['good', 'many', 'university', 'since', 'help', 'well', 'understand', 'concept']"
370,0.0,0.734,0.266,0.4404,0.003990393131971359,0.026578402146697044,0.9694311618804932,1.0,1.0,a-programar,"Un buen curso para comenzar a programar. Gracias, me sirvió de gran ayuda.",4,es,"A good course to start programming.Thank you, it helped me.",a good course to start programmingthank you it helped me,"['a', 'good', 'course', 'to', 'start', 'programmingthank', 'you', 'it', 'helped', 'me']","['good', 'course', 'start', 'programmingthank', 'helped']","['good', 'cours', 'start', 'programmingthank', 'help']","['good', 'course', 'start', 'programmingthank', 'help']"
371,0.0,0.747,0.253,0.7264,0.017527790740132332,0.43187469244003296,0.5505974888801575,1.0,1.0,a-programar,"Sería bueno un módulo en donde enseñen a aplicar Scratch en otras plataformas más útiles, embebido en páginas web, blogs o mobile.",3,es,"A module would be good where they teach scratch on other more useful platforms, embedded on web pages, blogs or mobile.",a module would be good where they teach scratch on other more useful platforms embedded on web pages blogs or mobile,"['a', 'module', 'would', 'be', 'good', 'where', 'they', 'teach', 'scratch', 'on', 'other', 'more', 'useful', 'platforms', 'embedded', 'on', 'web', 'pages', 'blogs', 'or', 'mobile']","['module', 'would', 'good', 'teach', 'scratch', 'useful', 'platforms', 'embedded', 'web', 'pages', 'blogs', 'mobile']","['modul', 'would', 'good', 'teach', 'scratch', 'use', 'platform', 'embed', 'web', 'page', 'blog', 'mobil']","['module', 'would', 'good', 'teach', 'scratch', 'useful', 'platform', 'embed', 'web', 'page', 'blog', 'mobile']"
372,0.0,0.671,0.329,0.9287,0.009407936595380306,0.06490148603916168,0.9256905913352966,1.0,1.0,a-programar,"Gran organización, buena progresión, explicaciones claras, evaluación acorde a las explicaciones. Me parece un curso de gran seriedad. Estoy acostumbrado a hacer cursos ONLINE y pocos reúnen la calidad que este muestra.",5,es,"Great organization, good progression, clear explanations, evaluation according to the explanations.It seems to me a course of great seriousness.I am used to doing online courses and few gather the quality that it shows.",great organization good progression clear explanations evaluation according to the explanationsit seems to me a course of great seriousnessi am used to doing online courses and few gather the quality that it shows,"['great', 'organization', 'good', 'progression', 'clear', 'explanations', 'evaluation', 'according', 'to', 'the', 'explanationsit', 'seems', 'to', 'me', 'a', 'course', 'of', 'great', 'seriousnessi', 'am', 'used', 'to', 'doing', 'online', 'courses', 'and', 'few', 'gather', 'the', 'quality', 'that', 'it', 'shows']","['great', 'organization', 'good', 'progression', 'clear', 'explanations', 'evaluation', 'according', 'explanationsit', 'seems', 'course', 'great', 'seriousnessi', 'used', 'online', 'courses', 'gather', 'quality', 'shows']","['great', 'organ', 'good', 'progress', 'clear', 'explan', 'evalu', 'accord', 'explanationsit', 'seem', 'cours', 'great', 'seriousnessi', 'use', 'onlin', 'cours', 'gather', 'qualiti', 'show']","['great', 'organization', 'good', 'progression', 'clear', 'explanation', 'evaluation', 'accord', 'explanationsit', 'seem', 'course', 'great', 'seriousnessi', 'use', 'online', 'course', 'gather', 'quality', 'show']"
373,0.0,0.758,0.242,0.4927,0.00459434324875474,0.09939274191856384,0.8960129022598267,1.0,1.0,a-programar,Un curso muy útil e interactivo para aprender los fundamentos de la programación,4,es,A very useful and interactive course to learn the fundamentals of programming,a very useful and interactive course to learn the fundamentals of programming,"['a', 'very', 'useful', 'and', 'interactive', 'course', 'to', 'learn', 'the', 'fundamentals', 'of', 'programming']","['useful', 'interactive', 'course', 'learn', 'fundamentals', 'programming']","['use', 'interact', 'cours', 'learn', 'fundament', 'program']","['useful', 'interactive', 'course', 'learn', 'fundamental', 'program']"
374,0.0,0.0,1.0,0.5719,0.01048686821013689,0.05176135152578354,0.9377517700195312,1.0,1.0,a-programar,excelente,5,en,excellent,excellent,['excellent'],['excellent'],['excel'],['excellent']
375,0.023,0.704,0.273,0.9303,0.002413485897704959,0.016742002218961716,0.9808444976806641,1.0,1.0,a-programar,"Este es un curso muy bonito y útil para todos los que queramos iniciarnos o reiniciarnos en el mundo de la programación.El curso está expuesto de una manera muy profesional y agradable, gracias a sus docentes provenientes de la Universidad de Edimburgo y de la Universidad de Uruguay.",5,es,"This is a very beautiful and useful course for all of us who want to start or restart in the world of programming. The course is exposed in a very professional and pleasant way, thanks to its teachers from the University of Edimburg and the University ofUruguay.",this is a very beautiful and useful course for all of us who want to start or restart in the world of programming the course is exposed in a very professional and pleasant way thanks to its teachers from the university of edimburg and the university ofuruguay,"['this', 'is', 'a', 'very', 'beautiful', 'and', 'useful', 'course', 'for', 'all', 'of', 'us', 'who', 'want', 'to', 'start', 'or', 'restart', 'in', 'the', 'world', 'of', 'programming', 'the', 'course', 'is', 'exposed', 'in', 'a', 'very', 'professional', 'and', 'pleasant', 'way', 'thanks', 'to', 'its', 'teachers', 'from', 'the', 'university', 'of', 'edimburg', 'and', 'the', 'university', 'ofuruguay']","['beautiful', 'useful', 'course', 'us', 'want', 'start', 'restart', 'world', 'programming', 'course', 'exposed', 'professional', 'pleasant', 'way', 'thanks', 'teachers', 'university', 'edimburg', 'university', 'ofuruguay']","['beauti', 'use', 'cours', 'us', 'want', 'start', 'restart', 'world', 'program', 'cours', 'expos', 'profession', 'pleasant', 'way', 'thank', 'teacher', 'univers', 'edimburg', 'univers', 'ofuruguay']","['beautiful', 'useful', 'course', 'u', 'want', 'start', 'restart', 'world', 'program', 'course', 'expose', 'professional', 'pleasant', 'way', 'thanks', 'teacher', 'university', 'edimburg', 'university', 'ofuruguay']"
376,0.0,0.202,0.798,0.836,0.00669759139418602,0.015283146873116493,0.9780192375183105,1.0,1.0,a-programar,"perfecto curso, me encanta!",5,es,"Perfect course, I love it!",perfect course i love it,"['perfect', 'course', 'i', 'love', 'it']","['perfect', 'course', 'love']","['perfect', 'cours', 'love']","['perfect', 'course', 'love']"
377,0.0,0.139,0.861,0.7351,0.006017734296619892,0.013116485439240932,0.9808657169342041,1.0,1.0,a-programar,"Excelente, lo recomiendo",5,es,"Excellent, I recommend it",excellent i recommend it,"['excellent', 'i', 'recommend', 'it']","['excellent', 'recommend']","['excel', 'recommend']","['excellent', 'recommend']"
378,0.0,0.61,0.39,0.4927,0.003853269387036562,0.010140880942344666,0.9860057830810547,1.0,1.0,a-programar,"Muy bueno, estoy esperando la próxima semana!",4,es,"Very good, I'm waiting next week!",very good im waiting next week,"['very', 'good', 'im', 'waiting', 'next', 'week']","['good', 'im', 'waiting', 'next', 'week']","['good', 'im', 'wait', 'next', 'week']","['good', 'im', 'wait', 'next', 'week']"
379,0.0,0.238,0.762,0.4927,0.01857622340321541,0.09295237809419632,0.8884714245796204,1.0,1.0,a-programar,muy bueno,5,en,very good,very good,"['very', 'good']",['good'],['good'],['good']
380,0.0,0.835,0.165,0.4877,0.0040001338347792625,0.013730157166719437,0.9822697043418884,1.0,1.0,a-programar,"Ha sido un curso muy amineo, fácil de seguir y muy práctico. Siento que he aprendido mucho.",4,es,"It has been a very amineo course, easy to continue and very practical.I feel that I have learned a lot.",it has been a very amineo course easy to continue and very practicali feel that i have learned a lot,"['it', 'has', 'been', 'a', 'very', 'amineo', 'course', 'easy', 'to', 'continue', 'and', 'very', 'practicali', 'feel', 'that', 'i', 'have', 'learned', 'a', 'lot']","['amineo', 'course', 'easy', 'continue', 'practicali', 'feel', 'learned', 'lot']","['amineo', 'cours', 'easi', 'continu', 'practicali', 'feel', 'learn', 'lot']","['amineo', 'course', 'easy', 'continue', 'practicali', 'feel', 'learn', 'lot']"
381,0.0,0.738,0.262,0.4927,0.0036764610558748245,0.05088982731103897,0.9454336762428284,1.0,1.0,a-programar,Muy buen curso para iniciarse en el mundo de la programación.,5,es,Very good course to start in the world of programming.,very good course to start in the world of programming,"['very', 'good', 'course', 'to', 'start', 'in', 'the', 'world', 'of', 'programming']","['good', 'course', 'start', 'world', 'programming']","['good', 'cours', 'start', 'world', 'program']","['good', 'course', 'start', 'world', 'program']"
